tone_group,stem,n,tf,idf,tf_idf,example_word,example_word_freq,doc_freq
hawkish,inert,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,inert,8,10
hawkish,interregnum,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,interregnum,16,14
hawkish,isi,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,isi,34,23
hawkish,kathi,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,kathy,11,10
hawkish,klocker,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,klockers,12,11
hawkish,lage,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,lage,10,10
hawkish,laidler,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,laidler,32,16
hawkish,liraiz,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,liraization,76,10
hawkish,madhya,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,madhya,31,19
hawkish,mattress,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,mattress,13,15
hawkish,montana,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,montana,19,13
hawkish,nen,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,nen,18,11
hawkish,nonvot,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,nonvoting,16,12
hawkish,overplay,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,overplayed,7,13
hawkish,pank,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,pank,15,11
hawkish,plato,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,plato,16,13
hawkish,plrs,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,plrs,20,11
hawkish,president,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,presidente,37,34
hawkish,rapporteur,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,rapporteur,15,18
hawkish,rectitud,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,rectitude,10,10
hawkish,reguli,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,regulier,11,11
hawkish,rejoui,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,rejouis,21,21
hawkish,schlussbemerkungen,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,schlussbemerkungen,22,22
hawkish,siglo,2,5.182501800919376e-6,0.6931471805599453,3.5922365115541045e-6,siglo,14,10
