doc_id,hawkish_hits,dovish_hits,net_tone,tone_group
623,0,2,-2,dovish
626,3,0,3,hawkish
637,2,0,2,hawkish
656,0,3,-3,dovish
657,0,4,-4,dovish
658,0,2,-2,dovish
662,0,6,-6,dovish
664,0,3,-3,dovish
669,0,3,-3,dovish
673,0,2,-2,dovish
674,4,0,4,hawkish
676,2,0,2,hawkish
677,0,3,-3,dovish
679,0,2,-2,dovish
681,2,0,2,hawkish
685,0,2,-2,dovish
687,0,3,-3,dovish
688,27,0,27,hawkish
697,0,2,-2,dovish
699,0,5,-5,dovish
701,0,4,-4,dovish
708,0,2,-2,dovish
713,0,2,-2,dovish
720,0,3,-3,dovish
723,0,2,-2,dovish
725,0,7,-7,dovish
728,2,0,2,hawkish
743,0,3,-3,dovish
748,2,0,2,hawkish
752,3,0,3,hawkish
756,0,2,-2,dovish
757,10,0,10,hawkish
761,0,4,-4,dovish
768,0,6,-6,dovish
772,4,0,4,hawkish
776,0,3,-3,dovish
781,6,0,6,hawkish
783,12,0,12,hawkish
797,0,2,-2,dovish
806,5,0,5,hawkish
811,5,0,5,hawkish
816,0,8,-8,dovish
824,5,0,5,hawkish
825,2,0,2,hawkish
833,0,5,-5,dovish
834,2,0,2,hawkish
844,3,0,3,hawkish
847,3,0,3,hawkish
849,0,2,-2,dovish
850,6,0,6,hawkish
852,0,5,-5,dovish
857,0,2,-2,dovish
860,2,0,2,hawkish
862,6,0,6,hawkish
864,7,0,7,hawkish
901,5,0,5,hawkish
912,0,7,-7,dovish
914,2,0,2,hawkish
919,0,2,-2,dovish
923,0,11,-11,dovish
936,0,4,-4,dovish
938,0,12,-12,dovish
955,0,2,-2,dovish
968,2,0,2,hawkish
980,0,5,-5,dovish
982,0,2,-2,dovish
989,4,0,4,hawkish
992,0,2,-2,dovish
993,2,0,2,hawkish
1001,2,0,2,hawkish
1008,0,6,-6,dovish
1018,2,0,2,hawkish
1022,2,0,2,hawkish
1026,2,0,2,hawkish
1030,0,2,-2,dovish
1041,3,0,3,hawkish
1049,0,2,-2,dovish
1050,0,2,-2,dovish
1053,0,4,-4,dovish
1059,0,3,-3,dovish
1062,0,5,-5,dovish
1080,4,0,4,hawkish
1081,0,3,-3,dovish
1095,0,9,-9,dovish
1099,2,0,2,hawkish
1115,2,0,2,hawkish
1117,9,0,9,hawkish
1128,0,2,-2,dovish
1137,0,6,-6,dovish
1138,2,0,2,hawkish
1141,0,3,-3,dovish
1151,3,0,3,hawkish
1153,0,2,-2,dovish
1165,0,2,-2,dovish
1175,0,3,-3,dovish
1177,3,0,3,hawkish
1178,0,3,-3,dovish
1179,2,0,2,hawkish
1180,0,4,-4,dovish
1181,0,5,-5,dovish
1184,2,0,2,hawkish
1190,0,8,-8,dovish
1208,2,0,2,hawkish
1209,6,0,6,hawkish
1211,6,0,6,hawkish
1212,0,2,-2,dovish
1218,0,7,-7,dovish
1223,0,2,-2,dovish
1227,3,0,3,hawkish
1233,0,2,-2,dovish
1235,0,10,-10,dovish
1239,0,2,-2,dovish
1245,0,3,-3,dovish
1250,0,9,-9,dovish
1255,0,3,-3,dovish
1256,0,3,-3,dovish
1262,5,0,5,hawkish
1293,4,0,4,hawkish
1311,3,0,3,hawkish
1320,0,2,-2,dovish
1322,4,0,4,hawkish
1326,0,4,-4,dovish
1330,0,3,-3,dovish
1335,0,8,-8,dovish
1340,0,2,-2,dovish
1343,0,2,-2,dovish
1352,0,4,-4,dovish
1363,0,7,-7,dovish
1364,0,2,-2,dovish
1366,2,0,2,hawkish
1377,4,0,4,hawkish
1379,2,0,2,hawkish
1394,0,2,-2,dovish
1397,0,4,-4,dovish
1398,4,0,4,hawkish
1403,2,0,2,hawkish
1409,2,0,2,hawkish
1429,0,5,-5,dovish
1432,6,0,6,hawkish
1437,2,0,2,hawkish
1451,0,2,-2,dovish
1452,0,8,-8,dovish
1456,0,2,-2,dovish
1457,0,2,-2,dovish
1463,0,2,-2,dovish
1466,0,3,-3,dovish
1472,0,3,-3,dovish
1475,0,2,-2,dovish
1488,0,3,-3,dovish
1498,0,2,-2,dovish
1507,0,4,-4,dovish
1519,2,0,2,hawkish
1524,0,2,-2,dovish
1530,0,3,-3,dovish
1531,0,6,-6,dovish
1537,3,0,3,hawkish
1540,0,3,-3,dovish
1543,0,3,-3,dovish
1544,2,0,2,hawkish
1547,0,2,-2,dovish
1554,0,3,-3,dovish
1557,2,0,2,hawkish
1561,0,3,-3,dovish
1571,0,9,-9,dovish
1574,3,0,3,hawkish
1579,0,3,-3,dovish
1587,0,3,-3,dovish
1588,0,3,-3,dovish
1604,0,2,-2,dovish
1615,0,3,-3,dovish
1619,0,5,-5,dovish
1620,0,2,-2,dovish
1622,3,0,3,hawkish
1623,4,0,4,hawkish
1626,0,2,-2,dovish
1630,0,4,-4,dovish
1631,0,3,-3,dovish
1633,4,0,4,hawkish
1645,0,6,-6,dovish
1649,0,3,-3,dovish
1658,0,3,-3,dovish
1662,0,10,-10,dovish
1664,0,4,-4,dovish
1665,0,5,-5,dovish
1668,0,6,-6,dovish
1669,0,4,-4,dovish
1681,0,3,-3,dovish
1682,0,4,-4,dovish
1691,3,0,3,hawkish
1694,0,2,-2,dovish
1695,0,4,-4,dovish
1698,3,0,3,hawkish
1706,0,8,-8,dovish
1709,2,0,2,hawkish
1716,0,4,-4,dovish
1732,0,4,-4,dovish
1748,0,2,-2,dovish
1749,0,5,-5,dovish
1761,0,2,-2,dovish
1762,0,6,-6,dovish
1763,0,2,-2,dovish
1766,4,0,4,hawkish
1770,0,2,-2,dovish
1778,0,2,-2,dovish
1780,0,2,-2,dovish
1788,0,2,-2,dovish
1789,0,2,-2,dovish
1790,0,3,-3,dovish
1792,0,3,-3,dovish
1796,2,0,2,hawkish
1802,0,3,-3,dovish
1805,0,8,-8,dovish
1808,0,4,-4,dovish
1809,2,0,2,hawkish
1812,0,2,-2,dovish
1813,0,8,-8,dovish
1818,2,0,2,hawkish
1823,2,0,2,hawkish
1828,0,2,-2,dovish
1840,0,13,-13,dovish
1846,0,7,-7,dovish
1854,0,9,-9,dovish
1855,0,5,-5,dovish
1859,0,6,-6,dovish
1864,0,2,-2,dovish
1873,0,3,-3,dovish
1877,0,7,-7,dovish
1880,0,2,-2,dovish
1885,0,2,-2,dovish
1892,0,13,-13,dovish
1895,0,2,-2,dovish
1902,0,5,-5,dovish
1908,0,2,-2,dovish
1918,0,9,-9,dovish
1921,0,3,-3,dovish
1931,0,3,-3,dovish
1939,0,3,-3,dovish
1941,0,3,-3,dovish
1947,0,10,-10,dovish
1961,0,7,-7,dovish
1962,0,4,-4,dovish
1970,0,4,-4,dovish
1974,0,7,-7,dovish
1977,0,2,-2,dovish
1981,0,21,-21,dovish
2010,0,3,-3,dovish
2014,0,11,-11,dovish
2018,0,4,-4,dovish
2019,0,8,-8,dovish
2023,0,5,-5,dovish
2024,0,7,-7,dovish
2030,0,12,-12,dovish
2033,0,2,-2,dovish
2035,0,10,-10,dovish
2039,0,21,-21,dovish
2043,0,9,-9,dovish
2044,0,12,-12,dovish
2046,0,5,-5,dovish
2049,0,3,-3,dovish
2053,0,2,-2,dovish
2057,0,5,-5,dovish
2058,0,7,-7,dovish
2060,0,10,-10,dovish
2068,0,3,-3,dovish
2069,0,9,-9,dovish
2070,0,14,-14,dovish
2074,0,2,-2,dovish
2082,0,7,-7,dovish
2094,0,6,-6,dovish
2096,0,20,-20,dovish
2097,0,3,-3,dovish
2098,0,6,-6,dovish
2103,0,28,-28,dovish
2105,0,2,-2,dovish
2117,0,8,-8,dovish
2125,2,0,2,hawkish
2129,0,2,-2,dovish
2136,0,31,-31,dovish
2139,0,7,-7,dovish
2144,0,3,-3,dovish
2151,0,5,-5,dovish
2161,0,2,-2,dovish
2163,0,7,-7,dovish
2172,2,0,2,hawkish
2174,0,6,-6,dovish
2177,0,2,-2,dovish
2188,0,3,-3,dovish
2190,0,3,-3,dovish
2194,0,2,-2,dovish
2199,0,3,-3,dovish
2204,0,2,-2,dovish
2208,3,0,3,hawkish
2224,0,7,-7,dovish
2230,0,2,-2,dovish
2242,0,2,-2,dovish
2244,0,2,-2,dovish
2246,0,4,-4,dovish
2248,0,2,-2,dovish
2256,0,4,-4,dovish
2276,0,2,-2,dovish
2284,0,2,-2,dovish
2285,0,4,-4,dovish
2290,0,2,-2,dovish
2297,0,5,-5,dovish
2319,0,3,-3,dovish
2331,0,3,-3,dovish
2336,0,2,-2,dovish
2345,0,9,-9,dovish
2346,0,2,-2,dovish
2347,0,2,-2,dovish
2354,2,0,2,hawkish
2369,0,3,-3,dovish
2383,0,18,-18,dovish
2388,0,6,-6,dovish
2391,0,2,-2,dovish
2404,0,5,-5,dovish
2409,0,8,-8,dovish
2417,0,3,-3,dovish
2428,0,2,-2,dovish
2430,0,4,-4,dovish
2433,0,4,-4,dovish
2452,0,2,-2,dovish
2453,0,13,-13,dovish
2456,0,3,-3,dovish
2457,0,4,-4,dovish
2463,2,0,2,hawkish
2467,0,2,-2,dovish
2476,0,7,-7,dovish
2477,0,9,-9,dovish
2481,0,4,-4,dovish
2490,0,7,-7,dovish
2499,2,0,2,hawkish
2501,0,3,-3,dovish
2507,0,6,-6,dovish
2511,3,0,3,hawkish
2512,2,0,2,hawkish
2515,0,2,-2,dovish
2563,2,0,2,hawkish
2565,15,0,15,hawkish
2572,6,0,6,hawkish
2583,0,2,-2,dovish
2593,3,0,3,hawkish
2604,0,2,-2,dovish
2612,0,2,-2,dovish
2630,2,0,2,hawkish
2639,2,0,2,hawkish
2652,0,4,-4,dovish
2654,3,0,3,hawkish
2664,0,2,-2,dovish
2667,4,0,4,hawkish
2668,2,0,2,hawkish
2670,0,3,-3,dovish
2673,0,2,-2,dovish
2675,0,3,-3,dovish
2678,0,3,-3,dovish
2679,0,3,-3,dovish
2689,2,0,2,hawkish
2699,0,2,-2,dovish
2712,0,18,-18,dovish
2716,5,0,5,hawkish
2718,3,0,3,hawkish
2724,5,0,5,hawkish
2727,3,0,3,hawkish
2730,5,0,5,hawkish
2736,2,0,2,hawkish
2745,2,0,2,hawkish
2746,0,2,-2,dovish
2748,0,3,-3,dovish
2754,0,3,-3,dovish
2768,0,5,-5,dovish
2769,0,2,-2,dovish
2770,0,4,-4,dovish
2774,0,3,-3,dovish
2775,0,2,-2,dovish
2777,0,3,-3,dovish
2791,0,3,-3,dovish
2793,0,2,-2,dovish
2800,0,2,-2,dovish
2801,0,2,-2,dovish
2805,0,4,-4,dovish
2814,2,0,2,hawkish
2817,2,0,2,hawkish
2818,2,0,2,hawkish
2829,0,4,-4,dovish
2832,2,0,2,hawkish
2833,0,2,-2,dovish
2838,3,0,3,hawkish
2839,0,8,-8,dovish
2845,2,0,2,hawkish
2848,0,4,-4,dovish
2849,0,4,-4,dovish
2869,0,4,-4,dovish
2878,0,2,-2,dovish
2882,0,2,-2,dovish
2898,0,2,-2,dovish
2902,0,2,-2,dovish
2905,0,2,-2,dovish
2912,0,3,-3,dovish
2926,0,9,-9,dovish
2932,0,2,-2,dovish
2938,0,3,-3,dovish
2951,2,0,2,hawkish
2954,2,0,2,hawkish
2956,0,2,-2,dovish
2963,0,8,-8,dovish
2968,0,2,-2,dovish
2972,0,2,-2,dovish
2976,0,7,-7,dovish
2981,0,3,-3,dovish
2993,0,9,-9,dovish
3002,0,13,-13,dovish
3007,0,6,-6,dovish
3008,0,2,-2,dovish
3009,0,7,-7,dovish
3011,0,2,-2,dovish
3014,0,3,-3,dovish
3021,0,10,-10,dovish
3025,0,3,-3,dovish
3037,0,2,-2,dovish
3039,0,2,-2,dovish
3041,0,3,-3,dovish
3043,0,39,-39,dovish
3058,0,14,-14,dovish
3065,0,8,-8,dovish
3066,0,7,-7,dovish
3074,0,5,-5,dovish
3084,0,3,-3,dovish
3089,2,0,2,hawkish
3091,0,10,-10,dovish
3116,0,2,-2,dovish
3117,0,4,-4,dovish
3118,0,2,-2,dovish
3119,0,7,-7,dovish
3120,0,3,-3,dovish
3129,3,0,3,hawkish
3130,0,10,-10,dovish
3133,0,5,-5,dovish
3138,0,11,-11,dovish
3143,0,11,-11,dovish
3144,0,2,-2,dovish
3153,0,12,-12,dovish
3160,0,2,-2,dovish
3164,0,2,-2,dovish
3166,0,2,-2,dovish
3185,2,0,2,hawkish
3191,0,2,-2,dovish
3201,0,7,-7,dovish
3204,0,2,-2,dovish
3215,0,2,-2,dovish
3222,0,2,-2,dovish
3228,0,3,-3,dovish
3250,0,3,-3,dovish
3252,0,2,-2,dovish
3266,0,2,-2,dovish
3271,0,24,-24,dovish
3279,0,9,-9,dovish
3302,0,3,-3,dovish
3306,0,2,-2,dovish
3327,0,2,-2,dovish
3329,0,7,-7,dovish
3332,0,7,-7,dovish
3348,0,15,-15,dovish
3349,0,6,-6,dovish
3399,0,8,-8,dovish
3418,0,5,-5,dovish
3425,0,12,-12,dovish
3428,0,3,-3,dovish
3429,0,6,-6,dovish
3442,0,4,-4,dovish
3444,0,4,-4,dovish
3455,0,3,-3,dovish
3459,0,5,-5,dovish
3462,0,5,-5,dovish
3463,0,2,-2,dovish
3464,0,3,-3,dovish
3469,0,5,-5,dovish
3471,0,2,-2,dovish
3472,0,4,-4,dovish
3475,0,7,-7,dovish
3483,0,2,-2,dovish
3498,0,3,-3,dovish
3501,0,3,-3,dovish
3521,0,2,-2,dovish
3522,0,3,-3,dovish
3526,0,8,-8,dovish
3530,0,7,-7,dovish
3532,2,0,2,hawkish
3535,0,2,-2,dovish
3556,0,2,-2,dovish
3563,0,6,-6,dovish
3565,0,15,-15,dovish
3582,0,2,-2,dovish
3609,0,21,-21,dovish
3629,0,6,-6,dovish
3637,0,7,-7,dovish
3639,0,3,-3,dovish
3654,0,2,-2,dovish
3657,0,2,-2,dovish
3661,0,4,-4,dovish
3664,0,9,-9,dovish
3668,0,4,-4,dovish
3670,0,6,-6,dovish
3671,0,12,-12,dovish
3674,0,2,-2,dovish
3683,0,2,-2,dovish
3688,0,4,-4,dovish
3693,0,5,-5,dovish
3697,0,5,-5,dovish
3705,0,7,-7,dovish
3707,0,3,-3,dovish
3709,0,2,-2,dovish
3718,0,4,-4,dovish
3723,0,3,-3,dovish
3730,0,2,-2,dovish
3731,0,4,-4,dovish
3732,0,5,-5,dovish
3734,2,0,2,hawkish
3735,0,6,-6,dovish
3746,0,2,-2,dovish
3750,0,2,-2,dovish
3758,0,2,-2,dovish
3772,0,11,-11,dovish
3774,0,2,-2,dovish
3778,0,13,-13,dovish
3783,0,5,-5,dovish
3784,0,2,-2,dovish
3786,4,0,4,hawkish
3792,0,4,-4,dovish
3796,0,4,-4,dovish
3797,2,0,2,hawkish
3798,0,4,-4,dovish
3807,0,5,-5,dovish
3811,0,2,-2,dovish
3813,0,2,-2,dovish
3816,2,0,2,hawkish
3818,0,7,-7,dovish
3835,0,13,-13,dovish
3837,0,10,-10,dovish
3843,0,2,-2,dovish
3858,0,3,-3,dovish
3869,7,0,7,hawkish
3873,0,5,-5,dovish
3875,0,6,-6,dovish
3886,0,3,-3,dovish
3901,3,0,3,hawkish
3915,0,13,-13,dovish
3920,0,3,-3,dovish
3926,0,2,-2,dovish
3931,0,5,-5,dovish
3933,0,2,-2,dovish
3934,0,3,-3,dovish
3938,0,6,-6,dovish
3941,0,4,-4,dovish
3943,0,2,-2,dovish
3948,0,3,-3,dovish
3953,0,13,-13,dovish
3956,0,9,-9,dovish
3959,0,14,-14,dovish
3961,0,11,-11,dovish
3964,0,22,-22,dovish
3968,0,9,-9,dovish
3975,0,15,-15,dovish
3976,0,2,-2,dovish
3977,0,6,-6,dovish
3980,0,6,-6,dovish
3985,0,4,-4,dovish
4015,0,11,-11,dovish
4018,0,5,-5,dovish
4023,0,3,-3,dovish
4039,0,8,-8,dovish
4042,0,2,-2,dovish
4043,0,8,-8,dovish
4044,0,6,-6,dovish
4045,0,8,-8,dovish
4074,0,3,-3,dovish
4088,0,3,-3,dovish
4110,0,4,-4,dovish
4111,0,7,-7,dovish
4119,0,2,-2,dovish
4124,0,3,-3,dovish
4126,0,2,-2,dovish
4128,0,2,-2,dovish
4134,0,2,-2,dovish
4136,0,3,-3,dovish
4145,0,3,-3,dovish
4162,0,2,-2,dovish
4164,0,8,-8,dovish
4177,0,8,-8,dovish
4181,0,2,-2,dovish
4196,0,2,-2,dovish
4201,0,6,-6,dovish
4206,0,2,-2,dovish
4231,0,2,-2,dovish
4246,2,0,2,hawkish
4254,2,0,2,hawkish
4255,0,2,-2,dovish
4262,0,4,-4,dovish
4283,0,3,-3,dovish
4286,0,7,-7,dovish
4293,2,0,2,hawkish
4301,0,3,-3,dovish
4306,0,3,-3,dovish
4318,0,10,-10,dovish
4328,0,2,-2,dovish
4330,0,2,-2,dovish
4331,2,0,2,hawkish
4345,0,2,-2,dovish
4350,2,0,2,hawkish
4368,2,0,2,hawkish
4370,0,2,-2,dovish
4371,0,3,-3,dovish
4374,3,0,3,hawkish
4381,0,2,-2,dovish
4411,0,2,-2,dovish
4415,0,4,-4,dovish
4418,0,2,-2,dovish
4454,0,3,-3,dovish
4461,0,6,-6,dovish
4469,0,3,-3,dovish
4481,0,5,-5,dovish
4486,0,4,-4,dovish
4488,0,3,-3,dovish
4493,0,3,-3,dovish
4497,0,3,-3,dovish
4501,3,0,3,hawkish
4515,7,0,7,hawkish
4521,0,6,-6,dovish
4525,0,6,-6,dovish
4526,0,2,-2,dovish
4527,0,6,-6,dovish
4529,0,3,-3,dovish
4530,0,2,-2,dovish
4531,0,7,-7,dovish
4547,0,7,-7,dovish
4552,0,4,-4,dovish
4553,0,3,-3,dovish
4562,0,9,-9,dovish
4570,0,2,-2,dovish
4572,0,2,-2,dovish
4581,0,3,-3,dovish
4584,0,7,-7,dovish
4585,0,12,-12,dovish
4586,0,2,-2,dovish
4588,0,11,-11,dovish
4590,0,2,-2,dovish
4592,0,4,-4,dovish
4595,0,9,-9,dovish
4596,0,2,-2,dovish
4601,0,8,-8,dovish
4603,0,20,-20,dovish
4605,0,4,-4,dovish
4609,0,3,-3,dovish
4611,0,5,-5,dovish
4618,0,2,-2,dovish
4626,0,4,-4,dovish
4627,0,11,-11,dovish
4633,4,0,4,hawkish
4635,0,42,-42,dovish
4643,0,10,-10,dovish
4646,0,11,-11,dovish
4655,0,4,-4,dovish
4659,0,3,-3,dovish
4663,0,8,-8,dovish
4664,0,2,-2,dovish
4665,2,0,2,hawkish
4672,0,9,-9,dovish
4673,0,8,-8,dovish
4677,0,2,-2,dovish
4688,0,7,-7,dovish
4693,0,3,-3,dovish
4702,0,5,-5,dovish
4703,0,4,-4,dovish
4704,0,31,-31,dovish
4707,0,4,-4,dovish
4714,0,6,-6,dovish
4715,0,4,-4,dovish
4726,0,8,-8,dovish
4727,0,3,-3,dovish
4729,0,9,-9,dovish
4730,0,3,-3,dovish
4731,0,8,-8,dovish
4749,0,7,-7,dovish
4754,0,4,-4,dovish
4756,0,3,-3,dovish
4766,0,2,-2,dovish
4774,0,2,-2,dovish
4775,3,0,3,hawkish
4777,0,3,-3,dovish
4785,0,2,-2,dovish
4788,0,5,-5,dovish
4790,0,7,-7,dovish
4791,0,3,-3,dovish
4795,0,5,-5,dovish
4800,0,5,-5,dovish
4808,0,2,-2,dovish
4813,0,4,-4,dovish
4816,0,2,-2,dovish
4823,0,4,-4,dovish
4828,0,10,-10,dovish
4832,0,2,-2,dovish
4833,0,7,-7,dovish
4834,0,2,-2,dovish
4846,0,2,-2,dovish
4847,0,10,-10,dovish
4849,0,2,-2,dovish
4851,0,4,-4,dovish
4852,0,8,-8,dovish
4853,0,7,-7,dovish
4868,0,20,-20,dovish
4878,0,10,-10,dovish
4880,0,8,-8,dovish
4882,0,10,-10,dovish
4888,0,4,-4,dovish
4891,0,11,-11,dovish
4892,0,5,-5,dovish
4895,0,2,-2,dovish
4899,0,7,-7,dovish
4917,0,2,-2,dovish
4919,0,4,-4,dovish
4921,0,2,-2,dovish
4922,0,14,-14,dovish
4927,0,3,-3,dovish
4931,0,2,-2,dovish
4932,0,6,-6,dovish
4933,0,3,-3,dovish
4934,0,8,-8,dovish
4938,0,2,-2,dovish
4947,0,2,-2,dovish
4948,0,4,-4,dovish
4956,0,2,-2,dovish
4958,0,15,-15,dovish
4963,0,4,-4,dovish
4964,0,2,-2,dovish
4968,0,3,-3,dovish
4969,0,4,-4,dovish
4971,0,2,-2,dovish
4976,0,18,-18,dovish
4984,0,4,-4,dovish
4986,0,6,-6,dovish
4994,0,2,-2,dovish
4997,0,7,-7,dovish
4999,0,4,-4,dovish
5002,0,6,-6,dovish
5007,0,8,-8,dovish
5010,0,7,-7,dovish
5011,0,6,-6,dovish
5016,0,5,-5,dovish
5017,0,6,-6,dovish
5032,0,17,-17,dovish
5037,0,3,-3,dovish
5038,0,9,-9,dovish
5042,0,2,-2,dovish
5047,0,2,-2,dovish
5051,0,5,-5,dovish
5072,0,2,-2,dovish
5084,0,5,-5,dovish
5099,0,2,-2,dovish
5100,0,9,-9,dovish
5105,0,4,-4,dovish
5107,0,2,-2,dovish
5108,0,13,-13,dovish
5111,0,6,-6,dovish
5113,0,2,-2,dovish
5118,0,2,-2,dovish
5121,0,7,-7,dovish
5124,0,3,-3,dovish
5129,0,4,-4,dovish
5131,0,2,-2,dovish
5135,4,0,4,hawkish
5136,0,5,-5,dovish
5155,0,4,-4,dovish
5159,0,2,-2,dovish
5166,6,0,6,hawkish
5172,0,5,-5,dovish
5185,0,8,-8,dovish
5191,0,7,-7,dovish
5195,0,7,-7,dovish
5198,0,4,-4,dovish
5201,0,8,-8,dovish
5204,0,4,-4,dovish
5221,2,0,2,hawkish
5227,0,6,-6,dovish
5231,0,2,-2,dovish
5235,0,8,-8,dovish
5247,0,5,-5,dovish
5249,0,5,-5,dovish
5250,0,4,-4,dovish
5251,0,2,-2,dovish
5265,0,2,-2,dovish
5267,0,3,-3,dovish
5268,0,2,-2,dovish
5271,0,6,-6,dovish
5276,0,3,-3,dovish
5277,0,2,-2,dovish
5287,0,15,-15,dovish
5288,0,7,-7,dovish
5290,0,9,-9,dovish
5292,2,0,2,hawkish
5294,0,3,-3,dovish
5305,0,2,-2,dovish
5309,0,3,-3,dovish
5318,0,3,-3,dovish
5319,6,0,6,hawkish
5320,0,2,-2,dovish
5328,0,2,-2,dovish
5329,0,6,-6,dovish
5331,0,2,-2,dovish
5332,0,5,-5,dovish
5334,0,7,-7,dovish
5336,0,4,-4,dovish
5350,2,0,2,hawkish
5355,0,3,-3,dovish
5362,0,2,-2,dovish
5363,0,3,-3,dovish
5371,0,3,-3,dovish
5376,0,7,-7,dovish
5384,0,2,-2,dovish
5399,0,2,-2,dovish
5402,0,3,-3,dovish
5407,0,3,-3,dovish
5415,0,2,-2,dovish
5421,0,2,-2,dovish
5444,0,2,-2,dovish
5446,0,9,-9,dovish
5449,2,0,2,hawkish
5450,2,0,2,hawkish
5455,0,2,-2,dovish
5458,4,0,4,hawkish
5466,0,15,-15,dovish
5469,0,2,-2,dovish
5479,0,2,-2,dovish
5482,0,10,-10,dovish
5483,0,6,-6,dovish
5498,2,0,2,hawkish
5505,0,5,-5,dovish
5506,7,0,7,hawkish
5511,4,0,4,hawkish
5514,0,8,-8,dovish
5519,6,0,6,hawkish
5540,3,0,3,hawkish
5542,0,2,-2,dovish
5548,0,2,-2,dovish
5558,6,0,6,hawkish
5560,0,5,-5,dovish
5563,0,4,-4,dovish
5567,0,2,-2,dovish
5573,0,9,-9,dovish
5575,0,3,-3,dovish
5580,0,18,-18,dovish
5585,0,4,-4,dovish
5605,2,0,2,hawkish
5613,0,5,-5,dovish
5622,0,2,-2,dovish
5629,0,5,-5,dovish
5630,0,3,-3,dovish
5641,0,6,-6,dovish
5642,0,3,-3,dovish
5645,0,3,-3,dovish
5646,0,3,-3,dovish
5653,0,4,-4,dovish
5655,0,3,-3,dovish
5658,0,9,-9,dovish
5667,0,2,-2,dovish
5668,0,3,-3,dovish
5672,0,7,-7,dovish
5674,0,4,-4,dovish
5675,0,4,-4,dovish
5680,0,4,-4,dovish
5684,2,0,2,hawkish
5689,0,2,-2,dovish
5700,2,0,2,hawkish
5701,2,0,2,hawkish
5709,0,17,-17,dovish
5710,0,3,-3,dovish
5712,0,2,-2,dovish
5739,3,0,3,hawkish
5750,0,2,-2,dovish
5755,0,2,-2,dovish
5760,0,7,-7,dovish
5770,2,0,2,hawkish
5773,0,7,-7,dovish
5775,0,3,-3,dovish
5777,0,6,-6,dovish
5781,0,3,-3,dovish
5785,0,9,-9,dovish
5791,0,4,-4,dovish
5792,0,2,-2,dovish
5797,0,4,-4,dovish
5798,3,0,3,hawkish
5801,2,0,2,hawkish
5804,0,5,-5,dovish
5808,3,0,3,hawkish
5814,0,6,-6,dovish
5816,0,2,-2,dovish
5819,0,2,-2,dovish
5821,0,2,-2,dovish
5835,0,3,-3,dovish
5839,0,2,-2,dovish
5845,0,3,-3,dovish
5852,0,3,-3,dovish
5854,4,0,4,hawkish
5856,0,2,-2,dovish
5868,0,2,-2,dovish
5871,0,4,-4,dovish
5872,0,2,-2,dovish
5876,0,5,-5,dovish
5878,3,0,3,hawkish
5880,4,0,4,hawkish
5881,0,5,-5,dovish
5885,0,3,-3,dovish
5888,0,8,-8,dovish
5900,0,2,-2,dovish
5902,5,0,5,hawkish
5915,2,0,2,hawkish
5928,0,2,-2,dovish
5932,0,6,-6,dovish
5938,0,4,-4,dovish
5945,0,4,-4,dovish
5948,0,3,-3,dovish
5954,0,3,-3,dovish
5961,2,0,2,hawkish
5971,0,2,-2,dovish
5974,2,0,2,hawkish
5985,0,7,-7,dovish
5991,0,4,-4,dovish
5993,0,5,-5,dovish
5998,3,0,3,hawkish
6003,0,4,-4,dovish
6014,2,0,2,hawkish
6023,0,2,-2,dovish
6028,0,3,-3,dovish
6029,3,0,3,hawkish
6042,0,2,-2,dovish
6043,0,4,-4,dovish
6045,0,2,-2,dovish
6047,0,6,-6,dovish
6048,2,0,2,hawkish
6061,0,3,-3,dovish
6066,0,3,-3,dovish
6076,2,0,2,hawkish
6087,2,0,2,hawkish
6092,0,3,-3,dovish
6094,2,0,2,hawkish
6111,0,2,-2,dovish
6112,0,3,-3,dovish
6114,0,2,-2,dovish
6119,0,4,-4,dovish
6122,0,5,-5,dovish
6125,0,5,-5,dovish
6126,0,3,-3,dovish
6127,0,5,-5,dovish
6133,0,7,-7,dovish
6134,0,2,-2,dovish
6139,2,0,2,hawkish
6148,4,0,4,hawkish
6168,0,2,-2,dovish
6174,0,2,-2,dovish
6180,0,2,-2,dovish
6188,0,2,-2,dovish
6192,0,2,-2,dovish
6198,0,10,-10,dovish
6212,0,5,-5,dovish
6223,0,2,-2,dovish
6225,5,0,5,hawkish
6226,0,3,-3,dovish
6241,2,0,2,hawkish
6249,0,4,-4,dovish
6253,0,5,-5,dovish
6254,0,7,-7,dovish
6257,0,6,-6,dovish
6259,0,2,-2,dovish
6260,0,5,-5,dovish
6268,0,4,-4,dovish
6288,0,8,-8,dovish
6289,2,0,2,hawkish
6291,0,2,-2,dovish
6294,0,4,-4,dovish
6306,0,15,-15,dovish
6313,0,2,-2,dovish
6317,0,5,-5,dovish
6319,0,10,-10,dovish
6322,0,5,-5,dovish
6338,0,5,-5,dovish
6347,0,6,-6,dovish
6350,0,2,-2,dovish
6352,0,5,-5,dovish
6357,0,9,-9,dovish
6359,0,17,-17,dovish
6365,0,5,-5,dovish
6373,0,10,-10,dovish
6380,0,11,-11,dovish
6388,0,13,-13,dovish
6390,0,3,-3,dovish
6391,0,2,-2,dovish
6394,0,7,-7,dovish
6396,0,3,-3,dovish
6403,0,11,-11,dovish
6404,0,2,-2,dovish
6408,4,0,4,hawkish
6409,0,12,-12,dovish
6420,2,0,2,hawkish
6422,0,3,-3,dovish
